generation,best_TOTFIT,gen_best_TOTFIT,d0p,d1p,d2p,dunp,ATT,F1,F2,F3
125,11.274090574772659,11.274090574772659,9.952888668087025,50.71397983957229,5.142232370481378,34.19089912185933,16.75194233401967,4.85208500606945,2.0911678103139146,4.330837758389295
126,11.274451157703293,11.274451157703293,9.963272030990137,50.66251017255476,5.18331867459578,34.19089912185933,16.750940412414916,4.8527358686902,2.0908775306237977,4.330837758389295
127,11.274796354380008,11.274796354380008,9.950384905602434,50.726627966949344,5.132088005588884,34.19089912185933,16.750617053844746,4.852717402249322,2.09124119374139,4.330837758389295
128,11.275449461604016,11.275449461604016,9.96452529992236,50.67960817180202,5.164967406416306,34.19089912185933,16.75054678567345,4.8534362039331524,2.0911754992815683,4.330837758389295
129,11.276742676559275,11.276742676559275,9.938284789940692,50.80561368191772,5.065202406282307,34.19089912185933,16.748766748508597,4.8540539334574015,2.0918509847125786,4.330837758389295
130,11.277669647635614,11.277669647635614,9.964076642690738,50.748597386199926,5.096426849250001,34.19089912185933,16.748706789684245,4.8546900579261365,2.0921418313201827,4.330837758389295
131,11.277790158280661,11.277790158280661,9.940912911861542,50.80866771270226,5.0595202535768875,34.19089912185933,16.747643469063455,4.854945152370973,2.0920072475203937,4.330837758389295
132,11.278630538884855,11.278630538884855,9.960347085138677,50.72010043989249,5.128653353109526,34.19089912185933,16.74612397047009,4.8562178865891426,2.0915748939064174,4.330837758389295
133,11.279517327520015,11.279517327520015,9.95804117472413,50.79172710522584,5.059332598190702,34.19089912185933,16.74532357791023,4.856180261880164,2.0924993072505553,4.330837758389295
134,11.279517327520015,11.279517327520015,9.95804117472413,50.79172710522584,5.059332598190702,34.19089912185933,16.74532357791023,4.856180261880164,2.0924993072505553,4.330837758389295
135,11.280086612356524,11.280086612356524,9.964377424244157,50.78607450300634,5.058648950890174,34.19089912185933,16.744840324960844,4.856558744626094,2.0926901093411354,4.330837758389295
136,11.280086612356524,11.280086612356524,9.964377424244157,50.78607450300634,5.058648950890174,34.19089912185933,16.744840324960844,4.856558744626094,2.0926901093411354,4.330837758389295
137,11.280972400361637,11.280972400361637,9.973854363327517,50.80282493616417,5.032421578648983,34.19089912185933,16.747344677392515,4.8567990861968084,2.093335555775534,4.330837758389295
138,11.280972400361637,11.280972400361637,9.973854363327517,50.80282493616417,5.032421578648983,34.19089912185933,16.747344677392515,4.8567990861968084,2.093335555775534,4.330837758389295
139,11.281008346010475,11.281008346010475,9.986518747266505,50.78078265722714,5.04179947364701,34.19089912185933,16.74814303318633,4.856607162233075,2.0935634253881044,4.330837758389295
140,11.28224149738805,11.28224149738805,9.977620080303968,50.81160894610663,5.019871851730085,34.19089912185933,16.745837610708143,4.857781309496479,2.093622429502275,4.330837758389295
141,11.28224149738805,11.28224149738805,9.977620080303968,50.81160894610663,5.019871851730085,34.19089912185933,16.745837610708143,4.857781309496479,2.093622429502275,4.330837758389295
142,11.28329552172663,11.28329552172663,9.99561557434139,50.80255569524269,5.010929608556589,34.19089912185933,16.746509136332346,4.858193430531514,2.0942643328058215,4.330837758389295
143,11.283686934758876,11.283686934758876,9.980948594185696,50.83297482711361,4.995177456841369,34.19089912185933,16.744481377639467,4.858778869400847,2.094070306968734,4.330837758389295
144,11.284548697737607,11.284548697737607,9.989660594580279,50.837762305600386,4.9816779779600004,34.19089912185933,16.744224742862347,4.859198868384285,2.094512070964027,4.330837758389295
145,11.284548697737607,11.284548697737607,9.989660594580279,50.837762305600386,4.9816779779600004,34.19089912185933,16.744224742862347,4.859198868384285,2.094512070964027,4.330837758389295
